,0
4274,"""이 정도면 종합비리세트 네요."""
4275,"""앞으론 국회의원들도 국민들이 청문회좀하자~만약 당선됬는데 문제생기면 선거비 다 토해내는거로해서~ok???"""
4276,"""동생즨부인에게 매도 ?  다시 임대차계약 ?  위장이혼 ? 참 구차하구나......"""
4277,"""그래도 문재인은 임명한다 ㅋㅋㅋ"""
4278,"""국가를 전복시키려 했던자가 법무부장관?그렇다고 전향하거나 반성하지도 않고 그걸 아무렇지도 생각지않는 개돼지 국민들~나라가 안망하는게 이상스럽다"""
4279,"""이번에도 강제로 임명하면 그냥 들고 일어나는 수밖에 어떻게 지켜고 어떤 수모를 당하면서 지켜왔는데  이대로는 더이상 지켜보고만 있지 맙시다 우리 자식들을 위해서라도"""
4280,"""좃꾸기가 국쏟고 x데고  재산잃고 이혼하고 거지되겠네 쌤통이다"""
4281,"""아무소용없다.  청문회 보고 채택 안해도\n결국임명  을 강행하며  국회 를 무시할텐데\n그냥  국민의 뜻은  배제되는 한편의 쇼를\n볼뿐이다."""
4282,"""역대 장관 후보자 중에서 가장 개 쓰렉~ 색히~! 종간나 골수 빨갱 색히가 가장 추잡한 짓거리는 다했네~ 이런걸 빨아대는 OOO은 뭐냐~ 종교냐? ㅋㅋㅋㅋㅋ 좌빨 여자들 뿐만 아니라 생각없는 개돼지녀들한테 호감 쩐다면서~ 그냥 니들은  미친 개돼지~ 골이 벼서 편육으로도 못해먹을 개사료같은 물건들"""
4283,"""진짜.    쓰레기네"""
4284,"""문재인이 제일 나쁜시키다 일부러 국민선동하려구 조국을 내세운거다 결국 조국이 법무부장관되고 결국은 또 국민들을 편가르기 해서 한일 반미로 감정몰이로 죄파 우파 싸움으로 몰고나서  표 싸움가려는게 눈에 보인다.  진짜 나쁜자식은 문재앙이다."""
4285,"""조국에게 법무부맡기는건 대한민국 망하는거 시간문제"""
4286,"""나라 팔아 먹어도 임명될테니까 권력 이용해서 정보 수집하고 돈불리겠지...문재인 옆에 있음 걱정이 없어....."""
4287,"""국민이 뭐라하던 야당국회의원이 뭐라하던 먼 상관이야ㅡㅡ여당 국회의원이 밀어주고 당겨주고 막아 주는데...문재인대통령이 임명 할꺼고....하기사 음주전과자도 국방부장관하고  나라경제 말아먹는 인간도 대사로 나가는데...개ㅡ막하던 삼도 통일부장관 하고... 근데....그래도 이건 아니잖ㅇ법무부장관이랑 질적으로 다르잖아ㅡ나라을 전복하려던 세끼가 법무부장관ㅡ죽창이니 뭐니 지껄이던 세이가 법무부장관 이건 아니지ㅡOOOㅡㅡㅡ나랏꼴 잘 돌아간다ㅡㅡㅡㅡ"""
4288,"""야 더러븐자슥아  구석구석 부패구나\n너같은인간이 정의로포장하고 국정을운영하다니\n에라이 쪼다정권색 키들  다뒤져라"""
4289,"""이런 쓰레기가 민정수석이였다는게...  이런 새끼도 더 잘하라는 걸로 알겠다며 임명하겠지..."""
4290,"""이 자야말로 자기들이 그토록 울거먹던 적폐청산 의 제1순위구먼..."""
4291,"""법꾸라지색이"""
4292,"""민주주의 고마움도 모르고 사회주의 찬양하는 정신나간놈"""
4293,"""법무부장관이라고? 말이 된다냐!! ㅅ아주 도랏구만 도랏서"""
4294,"""뭐 그래도 뭐합니까.. 문재인은 그냥 시킬거 같습니다.."""
4295,"""요즘 페북이 조용하다 했더니 ㅋㅋ\n개재앙 ㅉㅉ"""
4296,"""진짜 적폐네 ㅋㅋㅋㅋ적폐의 끝판왕^^"""
4297,"""문 똘마니들~ 소머리 국밥 먹었냐 ~  김정은이가 먹어라 안하던가 ?"""
4298,"""이런 잡어를 그대로 어항에 넣는다면 이 개가튼 나라는 영구히 멸해야 맞다"""
4299,"""어차피 임명될꺼   앞서  그랬듯이 모두 통과됐다 \n우덜을  막을자는  세상에  없음이라"""
4300,"""고노회찬의원이 그정도건으로 자살했으니 이나라 정치인들은 한사람도 살아있음 안되지요."""
4301,"""나도 진보지만 진보의 지들끼리 관대함은 치를떤다"""
4302,"""보다보다 이리추악힌건  또오랫만일세"""
4303,"""법무부 장관은  한점 법위반이 없는 사람이 해야지 법을 위반해서 처벌을 받고 사면 복권을 밭았다고 해서 지명하면 돼냐?  선출직 대통렁이나 국회의원이라면 또 모르겠다. 지명직은 이러면 만되지."""
4304,"""알면알수록 치가 떨리는 정권.."""
4305,"""대단하다 ~~~~~~~내로남불~~~~~~~내로감불~~~~~~내로남불~~~~~~~~"""
4306,"""대 대  대단한 위를 가졌다 소화는 다하냐\n터지기 일보직전인것같다"""
4307,"""방구석애서 부들부들 트위터 하는게 딱 어울려ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ\n법무부장관? 없어도 되 그거 ㅉㅉㅉ"""
4308,"""그냥한마다로 OOO 그런자를 또임몀하는자식은 쓰레기보다도못하놈"""
4309,"""앞에선  분배평등정의 떠들고    뒤로는 지 재산 끍어모을 생각만하고  있었구만."""
4310,"""대통령 욕보이지말고 학교로 돌아가라\n그기서 환영받고 말고는 그 다음문제다"""
4311,"""이 기회에 자식새끼나 빨리 군대보내. 나이지나서 면제받으려하지말고."""
4312,"""며칠후 이니는  구기를 헌신짝 버리듯 버릴겁니다! 왜냐하면 지가 살아야 하거든요! 이넘 쉴드 치기엔 구린내가 넘 많이나!  이후 청와대와 민주당은  지 살기위해  난파선의 생쥐처럼 한놈 두놈 빠져 나갈걸  두고봐!!"""
4313,"""사람이 어찌 이리도 치졸할 수가 있는가... 역겨운 세상 현실에 국민들은 분개한다."""
4314,"""좆국이 좆되겠다"""
4315,"""자격 없는 놈이 법무부 장관? ㅋㅋㅋㅋㅋ 나도 하겠다 야 ㅋㅋㅋㅋㅋㅋㅋㅋ"""
4316,"""정말 ..제발... 가면을 벗겨주세요\n이중성 모순적"""
4317,"""쓰렉 문정부!!! 좌빨이 배는 더 더럽게 불리는군!!!"""
4318,"""적국  이제 그만 가면을 벗으시오  다  끝난거 같다 야"""
4319,"""어차피 우승은 송민호마냥 어차피 법무부장관은 조국~~ \n이미 정해놓고 철회? 절대안함ㅋㅋㅋ"""
4320,"""장관 임명되면 대한민국은 끝장 난거지요."""
4321,"""My country bottle god"""
4322,"""강남좌파 부정비리 종합선물이네"""
4323,"""이 정권이 말하는 나라가 이거냐"""
4324,"""걱정말아요.조국뉴스도 가짜뉴스라고 치고.장관행가요...막나가는 문재앙정부니까.괜찮아 ."""
4325,"""서울대교수 시절에 참 괜찮은 사랄이라 생각했는데...파면팔수록 실망이다."""
4326,"""혹시 조국 성이 북한이가.. 북한조국 아니가"""
4327,"""이냥반 대선까지 가긴 험난해보인다. 잘대응해라 안그럼 영혼 탈탈 털리것다"""
4328,"""개섹 뒷구멍으로 호박씨 엄청 깠구만!!!"""
4329,"""인간스레기들이 법을 주무르잖아..뭘 새삼스럽게.."""
4330,"""나라망칠인간"""
4331,"""+1 논문표절 의혹"""
4332,"""죄다 뻔뻔한 ㅅsㅣㅂㅏ R  놈들이  뿐이네 \n어째서 단 한새끼도 멀쩡한 새끼들이 없냐?"""
4333,"""조용히 서울대로 다시 돌아가라!\n그거 그나마 니가 사는 길이다.\n욕도 서울대생한테만 듣는게 낫지 않겠냐?"""
4334,"""백날지껄여봐라 문죄인은 신경안쓰고 조국 장관시키지"""
4335,"""구린게 너무 많네! 구역질 난다!"""
4336,"""꾹이 지키려다 이니가 탄핵되겠다"""
4337,"""주제에 잔대가리 많이 굴렸네\n비굴하게 살지마라"""
4338,"""꺼지라  조국이 이 씨뷔럴롬아"""
4339,"""머리를 쓸어 올리는 너의 모습~~"""
4340,"""무슨 꺼림칙하고 해명이 안되는 이슈가 나와도 어차피 문재앙 전권으로 임명할꺼잖아.  박근혜정부랑 다른척 더럽게하더니 솔직히 더 최악이네. 국민들만 선동꾼들 작전에 잘 놀아나줬지. 국민들 특성을 참 잘 아는 세력들이야"""
4341,"""조국은 과연 나에게 무엇인가요?\n나는 나의조국이 좋은데 저 조국은 나라를\n이상하게 만들고자하네.."""
4342,"""매국"""
4343,"""정도가 있지...너무한다."""
4344,"""비리종합선물세트 같으다    참 인물없다"""
4345,"""나쁜  새끼네"""
4346,"""재인이나 조국이나 소대가리삶은 좌파사노맹출신이여라  나라 개판 개판 소판"""
4347,"""저게 대한민국 법무부장관후보자라고?? ? ?    재정신가??"""
4348,"""재앙이다, 재앙이야. 저런걸 법무장관? 미틴 문제인"""
4349,"""깨끗한척  적당히좀 하지 그랬냐 ㅋㅋ  죽창의 힘으로 골고루도 했네"""
4350,"""거짓과 위선으로 표현된다..."""
4351,"""조국은 사나이!   멋있는 사나이!   중도에 포기하지 말고 최대한 이겨내라..조국의 집안부터 낱낱이 파헤치고, 지금껏 살아온 인생 모두 까발려서 옳바르게 살아 왔던걸 증명하면 되니, 곧 법무부장관이 될것이니 최대한 자료 준비해서 대응하자..장관님.  얼마나 듣기좋은 소리인가?  모든 거짓 들통나도 끝까지 싸우고, 수십가지 비리 있어도 괜찮다..사나이 아니가!  몇관왕 될지 모르지만, 뒤에는 대통령있고 옆에는 민주당, 지지층 있으니 끝까지  파헤치고 답변하도록 해라..응원합니다. 절대 중간에 포기하지 마이소..죽창가 불러줄께요.."""
4352,"""사모펀드는 증여세 안내고 증여하려는 편법이라며?? 법 전공한다는 사람이라 그런지 편법은 잘도 이용하네..."""
4353,"""참 웃긴게 청문회만 열면 저런 의혹을 안 가진 사람이 없단 말이지 아이러니하게... 권력 옆에만 있으면 다 이혼하고 재산 투자하고 위장전입하고 일반적인거냐? 내 주변에는 한 명도 없는데 말이지"""
4354,"""딱 문죄악이네"""
4355,"""비리 적폐 종합선물 세트 조국, 조국을 위법 탈법 떼법 무법 무장 봉기로 망치려는 개같은 조국."""
4356,"""어차피 ㄸ ㄹㅇ 문재앙 마음이라 조국은 이미 된거나 마찬가지임. 그래서 신경도 안쓸 듯."""
4357,"""조국  조만간 자살하겠네"""
4358,"""저세끼 여자문제도 잘 찾아봐라,,,안희정 빰칠꺼다,,,,,,,,,,,,,,,,"""
4359,"""삼성이 펀드에1억만해도 뻥튀기는 어마어마하단다 사기꾼 문정부"""
4360,"""불법 편법에 와 입이 안 다물어진다 완전 쓰레기 집안 이네"""
4361,"""너무 흥분들 하지마세유ᆢ   돈을 많이 벌어서 정은이 미사일 재료비 대줘야 되잖어유ᆢ\n그래야 지도 북쪽 마음의 고향에가서 대접 받지유\n\n그리고 이인간은 아무리 뭐라해도 귀먹어리라서 못들어유"""
4362,"""문죄인정권내리막길 전조증상중한가지 곧망할태세   정말뻔뻔스럽다 실체가다 드러났는데 청문회 열필요도없는데 시가낭비하지맙시다"""
4363,"""사회주의 권력서열 2? 가 자기보다 잘사는 사람들을 용납하지 못한다는게 사뢰중의 정의인듯..."""
4364,"""어이없어.내가 이세상에서 제일 경멸하고 역겨워하는 년놈들이 몇부류가있는데..남을 이간질하고 음해 모략 선동질하고 곤경에빠진상황 모면하려,지치부가리려 무고한 사람끌여들어 물고늘어지는년놈들.그리고 타인한테와 지한테 들이대는 잣대가 현저하게다른인간..예스와 노로답하면될말을 교묘하게 말장난하며 본질을 흐리는인간.. 근데 이걸 다갖춘 국 썅중의 국 ㅆ이 바로 저 늘어진 쌍판을한 저새끼야.아주 야비하고 비열하고 질이 더러운놈.내가 문치매새끼 손갑순년 정수기년 박영서년 갱수새끼등등보다 더 역겨운년을 보게될준 몰랐다.진짜 쌍판부터 역겨운 말종놈"""
4365,"""그래도 문재인은 아무도 흔들수 없는 정부를 만들어갈 것이다.  그러면서 이승만의 뒤를 좇을 것이다.  이기붕 감싸다가 폭망하듯 ~"""
4366,"""멸공의 휏불을 높이 들자!! BETTER DEAD THAN RED!!"""
4367,"""오늘부터  나는 조국이란 단어를 조~ㅈ국으로 부르고자 한다. 아, 그렇다고 모든 조국이란 단어가 그렇다는 건 결코 아니다. 나의 조국 대한민국 할 때 조국은 그냥 영원한 조국이다. 하지만 인간 조국은 조~ㅈ국! 더러운 인간이 어디 감히 대한민국, 나의 조국과 동음을 쓸 수 있단 말인가!"""
4368,"""서울대 학생들아   이런 사람 밑에서  법 을배워서  위장이혼 위장전입  편법으로  세금  피하기  내로 남불  이런것 배우러갔나    청문회가  아니라   법의 심판이  우선이다"""
4369,"""만능이네 천재다  부정부패 사기 조작 모든게 패키지네  제자 성관계도 몇개있을듯 약물도 나올것같은대 ㅎㅎㅎㅎㅎ 진정한 돌대가리면서 약팔고 선동하고 모든불법은다하고 개 추잡하네 대가리도 나빠요 ㅎㅎㅎㅎㅎ 일본 삘에 옷도 일본 스타일 욕은 반일 이게 인간이냐"""
4370,"""내로남불 최고봉...퉤퉤퉤....죽창을 들고 퉤퉤퉤...친일보다 더 더러운 사람같으이"""
4371,"""진자 형편없는 인간이였군...."""
4372,"""까도 까도... 악취만..."""
4373,"""큰하자 없다고 하자가 아예 없는게 아니다.\n적어도 조국 정도라면 하자하나없이 청렴해야 마지않나싶다. 이미지는 청렴  실제는 하자있음.\n죄가  적다고 죄가 없는게 아니듯이\n큰 하자  없다고 하자가 전혀 없는것이 아니자녀\n\n암튼 문제다"""
4374,"""적폐? 국정농단? 내로남불? 여러단어가 어울리는분이신거 같네요."""
4375,"""순실이와 뭐가 다를까 도찐개찐,정치인들 권력투쟁 이권개입 부정특혜 ,뭘 모르는 좌빨들만 속고사는거지"""
4376,"""문죄인이도 사모펀드 100억 투자했나보던데\n어디  펀드냐???전국민이 같이 하자 ㅎ ㅎ"""
4377,"""뭐 어차피 인명될텐데\n이제 놀랍지도 않다"""
4378,"""이럴꺼 우병우를 법무부장관으로 임명해라..\n그래도 그새끼 아들은 드리프트라도 잘해 국방의 의무라도 했지..미국 타도 외치면서 지새끼 미국에서 공부시키면서 국방의 의무도 안시키네ㅋㅋㅋ"""
4379,"""간첩이 어딨냐고 좌파들이 그랬지?? 간첩 저기있네!"""
4380,"""더불어왜구당 박멸"""
4381,"""뜨거운 가슴으로 펀드 투기에 몰빵했나?"""
4382,"""이런 너ㅁ을  법무부 장관을 시키면 나라가 세상에서 없어진다~~~"""
4383,"""이인간 잣머리 좋네~~  이렇게 살려고 그동안 몸부림쳤구나~~  참~~  문죄인의 인사참패 실망이크다"""
4384,"""조국이 닉값하네 ㅋㅋ 니가 적폐 끝판왕이구나 햐....걍 조용히 있었으믄 계속 해쳐먹었을건데...그놈의 권력욕.."""
4385,"""정은아 비싼 미사일 조준을 잘못 했구나 청화대로..."""
4386,"""우리엄마왈 저놈은 대가리를 왤케 쓸어제껴"""
4387,"""적폐 덩어리구만~~~저런 인간이 무슨 법무장관 자격이 있을까~~!"""
4388,"""탈탈털면 진짜 많이 나올듯한 사람이네 문씨 주변사람들 다 왜 저모양이냐"""
4389,"""야 삶은 조대가리 ㅋㅋㅋㅋㅋㅋ"""
4390,"""조국을 사퇴 시킨다에 문재앙 손목아지 건다..."""
4391,"""겉다르고 속다른 종북좌빨들의 싸이코패스같은 이중성. 겉으로는 사회적약자를 위해 투쟁하는 의인인척 하면서 뒤로는 온갖 불법과 부정으로 사리사욕만 챙기는 추악한 좌익빨갱이들의 본성은 절대 변하지 않는다."""
4392,"""자기 차례 다가오니까 도덕성 검증 비공개로 하자고 꽁무니 빼던 데는 다 이유가 있었구나.지은 죄가 많은데 장관은 되고 싶고 욕은 먹기 싫다 이거지."""
4393,"""문재인의 정유라.. 능력있으면 위장전입도 탈세도 다 해보라 이거네."""
4394,"""서울대도 미달나서 들간겨 ???"""
4395,"""내가 이 말도 안되는 정권의 인사 참사를 언제까지 봐야 하는지"""
4396,"""정의당 정신차려라 정의당 너희가 정말 서민을 위한 정당이라면 조국 법무장관 지명을 반대해야한다. 정의당이 반대하면 조국이 알아서 물러나거나 문재인이 철회할 수 밖에 없다. 그래도 강행한다면 정치적 부담이 상당할테니까."""
4397,"""저작자는 엔화, 달러 사놓고.... 졸라 나라경제 망쳐 놓고  원화 가치 떨어지면 팔거야 아마..... 통장 계좌 추적 해봐야 할넘이야...청와대 멤버  다 조사해 봐야함..... 가능성 있음"""
4398,"""조국은 본인과 가족에게 치명적인 상처를 입히지 말고 본인 스스로 그 자리에서 내려와야한다. 무소불위의 권력이 아쉽겠지만 가정과 본인의 미래를 위하여  지체없이 결단을   내려야한다. 지금까지 보여진 몇가지 문제점은 더이상 법을 집행하는 수장으로써 자격이 상실됐다고 본다. 과거에 중도사퇴한 많은 장관 후보자들도 피투성이가 되기전에  가정과 본인의 명예를 위하여 그 자리를 포기했다.  지금까지의 흠결을 화려한 말 솜씨로 국민을 기만하려들면 안된다. 조국의  냉철한 판단을 진심으로 기대해본다."""
4399,"""니가 좋아하는 사노맹에서 그리 가르치더냐  아이고 웃겨🤭"""
4400,"""고양이에게 생선가게 맡기는 꼴이라니 대한민국 미래가 걱정이다"""
4401,"""조국 사기꾼 간신밋ㅂ지"""
4402,"""이 정부의 인사 기준은 실력, 능력이 아니라 얼마나 충성할 수 있느냐 이다."""
4403,"""뿌린대로 거두는거다. 니들 스스로 입바른 소리 해놓고 뒷구멍으로 호박씨 까는게 다 들켰으니 이제 그만 자리에서 물러나라. 능력도 없는데다 공직자윤리의식까지 없는 인간이 어떻게 법무부장관을 한단말인가? 국민의 눈높이 모르나? 국민의 눈높이 나발거리고 다닌게 엊그제인데 벌써 잊어버렸나?"""
4404,"""조국이 도덕성 검증 청문회 비공개 거린 이유가 있었다"""
4405,"""아! 조국 18........ 왜 이렇게 구리냐"""
4406,"""양파네.양파 ㅋㅋㅋㅋㅋㅋㅋㅋ 더까보자 넘나 잼난거"""
4407,"""대한민국에 돈좀 있다는 정치인들 깨끗한분 못봤다! 돈이있어야 선거도 한다고 하지않냐!! 돈좀있으니 명예나 얻어볼까하고 국회의원 선거나가는넘들 많지싶다! 돈은 일제시대 쪽바리들이였거나 불법으로 습득이 대부분"""
4408,"""문재인 정부가 빨갱이 정부란걸  다시 보여주는 것이다.조국 SND에서 신랄하게 비판 하면서 정작 본인은 여러 불법 행위를 잔머리 굴려가며 미꾸라지 처럼 요리저리 빠져 나갈려는 흔적이 보인다.ㅋ.이런 미꾸라지 빨갱이가 법무부 장관이 된다는건 말이 안된다."""
4409,"""조국이란 인물 도대체 왜이리 의혹이 많은 거야? 청백리 아니었어?"""
4410,"""국민 혈세 뜯어다가 나눠먹자면서 본인 주머니는 더럽게 불리고 있었네. 역겨운 위선자세기"""
4411,"""도덕적해이는 민주당과 청와대가 절정이다.아무런 검증도필빞요없다는거지.민주당 전체가 그렇다면 정말 절망적이다.자유민주주의의 수호자는 대통령과 법을 집행하고 감시하는 법무부장관직.과거 전과자니 괜찮다?과거 성법죄자는 왜 교직이나 유치원에 종사 못하지?합리적인 판단도 없이 무조건 찬성한다?앞으로 과거 강간범이 여성부장관 한다고해도 반대할 이유가 없어지는겨?과거의 일이니?"""
4412,"""에 이 ㅅ ㅂ 너하고 문재앙하고 쌍으로 나가 ㄷ ㅔㅈ ㅕㄹ ㅏ"""
4413,"""썩어빠진 정권의 부속물들.."""
4414,"""수고많이하십니다김진태의원"""
4415,"""아무리  같은당이라고 대통령 하라는대로 하면 정당ㅈ은 존재의 의미가없다"""
4416,"""뭐를 갖다붙여도 임명하겠지만  임명하게 냅둬라 대대손손 문어대가리 좌파들 씹을꺼리 명확하게 생기는거고, 정권잃고 떼거지로 몰려다니며 우기기 시적할때 대놓고 씹어줘서 벙찌게 만들자....니네는 국가전복 꾀한놈도 장관시키고, 이중국적, 불법 자본취득자도 장관시키고, 여자라면 환장해서 연예인에 붙어서 약먹고 더불어 만지고 지랄 다 하고도 두리뭉실 은근슬쩍 넘어간놈들 아니냐고 반문했을때 뭐라고 반박하는지 한번 지켜보고 헤드라인 뉴스에 여러날 띄워서 팍팍한 국민들 웃게도 만들어보자꾸나.."""
4417,"""죄파쎄리들 청와대들어와 다했초먹는구나 문재인이 문재인이 문재다 배고품때문에 부모형제버리고목숨걸고 탈북해가 엄마 5살언린자식이 굶어죽어거늘"""
4418,"""강남좌파는 무슨 그냥 ㄱ ㅐ양아치세기구만."""
4419,"""사회주의 노동자가 부르주아를 뜻하는건가? 극과 극은 통한다더니."""
4420,"""좌파 빨 갱 이 들아 어쩌면 좋니 이건 조 중 동 이 아니라 세계일보네 니들은 팩트로 조져도 아니라고 하는 놈들이니 할말은 없다만 또 모로 핑계낼꺼냐"""
4421,"""조국 동생의 전처와  집을  매각하고 그집에 조국 어머니가 살고있다.? 상식적으로 이해하기힘들다  ㅋ 아메리카  스타일도 이정도는  아니다. ㅋ"""
4422,"""이혼한며느리집에 시어머니를 모시는 착한 며느리네"""
4423,"""조국이 말세다 ㅡ역시 좌빨"""
4424,"""내로남불 종북주사파\n그 중 대표적 인물 조국이가\n장관까지 한다 하네요\n문재인이는 국민 뜻 무시하고\n임명하겠지요\n국민들이 나서야합니다"""
4425,"""달창들아 니들 이니를 위해서라도 이런 추잡한 인간은 버려라. 문재인도 속았다"""
4426,"""적폐의 왕이다 왕"""
4427,"""이순신 들먹인 조균이가 생각난다."""
4428,"""삶은 소대가리 장권 앞잡이. 이제 그만하고 집으로가시지요!"""
4429,"""우리나라는 제대로 하면 돈을 못 번다. 좌나 우나 인물은 없다. 그냥 5년에 한번씩 정권바뀌면서 서로 물갈이 하는게 최선이다"""
4430,"""Safe us kimchi warrior. You are only hope....."""
4431,"""살은소대가리 부패정권"""
4432,"""내용보니 딱이네..내로남불 이정권특징...ㅋㅋ 애라"""
4433,"""나는 원래 교수출신 정치인은 싫어해서 꾸기는 정치해서는 안된다고 생각했는데.. 이제보니 대통령감일세.."""
4434,"""홍준표였다면? 야당에서 얼마나 공격햇을까"""
4435,"""조국씨! 당신은 물러나야 합니다!"""
4436,"""이인영도 눈깔고 인터뷰하더만..같은 편인게 죽고싶을정도로 야속할거다 에휴"""
4437,"""입영 연기, 도적질 ,기타....시키고 지랄 보멈  한나당 폐거리 보다  더하네\n 됴적 노무세키\n다보인다//"""
4438,"""좃국   삶은 소대가리가  웃는다 \n문재앙이  똥산다"""
4439,"""손혜원이 우습게 보이는 비리의 괴물이 나타났네.  조국 만세"""
4440,"""왜? 이기사는 호감순이 없나요?"""
4441,"""이런 사람이  장관으로 임명된다면 국민 개돼지  인증샷"""
4442,"""빨갱이다 ㅋㅋㅋㅋㅋ 공산당원"""
4443,"""봤지 자한당 더불당 결국 그나물에 그밥이야 권력있고 돈있는 정치인, 정치인 가족들이 일반 서민 같이 살겠냐 조국도 잘못한거 없고 최순실도 양호한거다"""
4444,"""적와대 버글버글한 김일성장학금 골수 빨굉들은 그냥 남한국고 훔쳐내는 도적떼들일뿐이다 ㅡ대가리 빈 문벌레들은 지들 호주머니 털리면서 문간첩도둑떼들 짝사랑 중 ㅋㅋ"""
4445,"""적폐덩어리"""
4446,"""문제인 정권 지지율 50프로다 뭔소리하냐 그냥 내비둬 세월호 될거다"""
4447,"""닭그네때도 위법이있어 낙마한거 아니다. 너에 그 주뎅이가 업보다."""
4448,"""야 종석이가 너 죽이래잖아."""
4449,"""댓글 너무 재미 있다"""
4450,"""일본하고 협의좀 해봐라  경기가. 너무없다 파산하것다"""
4451,"""쓰레기 겉멋쟁이 미숙한 간첩."""
4452,"""놈현 쫃아가라 아니면 자살시켜 달라고 하던가 니네 측근중에 전문가 있잖아?자살시킴 전문가"""
4453,"""쪼국을 쫒아내라"""
4454,"""내로남불. 저렇게 흠 많아도 죽어라 고집쎄서 임명할 거 백퍼지.ㅡㅡ"""
4455,"""이래도 찬성이 이면 수준이 같겠지"""
4456,"""저거 다 알면서도 왜 나오냐? 욕심의 끝이 없구나"""
4457,"""5차례 입영연기는  좀.  \n카바해주기도 좀.\n너무 좌향 자는 좀"""
4458,"""2년 은 총알처럼간다"""
4459,"""사회주의건 뭐건 국가기금 50억 쎄빈게 x같음"""
4460,"""조국 니가 구역질난다."""
4461,"""근데 저렇게 많은 재산은 어떻게 만든거냐? 교수월급이 얼마나 된다고."""
4462,"""도대체 이 ㅅ ㅣ키정체가 머야?"""
4463,"""내가 하면 로맨스, 남이 하면 불륜~ 민주당 종특 아니던가?"""
4464,"""박근혜재판때 뇌물공여로 엮은 기업을 상대로 삥 뜯어서  사돈에 팔촌까지 재산은닉해놓고 나중에는 명예롭게 서울대 교수하면서 집권당 훈수두며 띵가띵가 노후를 보내려는 계획이였군 ㅉ"""
4465,"""국가기금으로 50억이나 쎄빈거 날강도"""
4466,"""이름값을 해야지"""
4467,"""차라리 정조국 선수를 등용하라!!!"""
4468,"""좋은머리 나쁘게쓰면 저렇게된다는 좋은예..."""
4469,"""국이 네 이놈 어서 대국민 사과하고 공직에서 물러나라. 서울대 사퇴하고 서울대의 명예를 생각해서 그건 양심에 맡기고 싶지만 네놈 양심에 털난 놈이라 그냥 사퇴해라"""
4470,"""참 이쪽이나 저쪽이나... ㅠㅠ 정치인들은 하나같군ㅠㅠ"""
4471,"""촛불로 표현된 국민의 뜻이 변질이 된지 오래다."""
4472,"""지져분한 시키 이런쟈슥이 교수질을 해쳐먹고 민정수석에다 이젠 법무부장관이라니 사퇴해라 씹센지야"""
4473,"""국아, 이렇게 욕먹으면서 사느니 그냥 전라도 어디 시골 내려가서 똥개 키우고 고구마 농사 짓고 살아라. 부끄럽지 않냐. 왜 사냐. 어차피 너가 꿈꾸는 공산국가는 이루어질 수 없는 헛된 꿈이다. 머리도 좋지 않은것 같은데 시골 갈때 농업교과서 좀 사가구."""
4474,"""학자의 도덕적 의무가 없는 온갖 상습 불법 내부자거래로 특혜란 특혜는 다 챙기고 누린 이중인격 내로남불...ㅉㅉㅉㅉㅉ 진보는 도덕성이라고 세뇌 시키더니ㅋㅋㅋㅋ 악성 5대비리 좌파소굴 ㄷㄷㄷㄷ조죽창의 수준이 이러니 적와대 장관들 인사 검증이 개판 오분전이였지ㅉㅉㅉ 이걸 알고도 임명한 문재앙은 하야해라"""
4475,"""사람 인상 좋더니만.. 인상으로 사람 판단하는게\n아니란걸..알게된.."""
4476,"""아무리 이시키가 악질이어도. 전라도 더하기 노무현 지지자들이 쉴드쳐주니. 그냥 통과. 나라가 개젓같은 히틀러시대."""
4477,"""언제, 어떻게 그많은 재산을 축적했지?"""
4478,"""소위 진보란 것들 돈 좋아해...공산화 되서 재산 다 빼았겨 국민들에게 놔눠주면 억울해서 어떻게 살까?"""
4479,"""사노맹의 간부하면서 허수비들 등쳐서 해먹은 돈을\n재테크많이해서 많이 벌은거 아님?"""
4480,"""하... 시레기..."""
4481,"""박영선도 장관 하는데 이깟게 흠이 되겠냐?"""
4482,"""쓰레기  수거장이냐??"""
4483,"""드럽다 ㅋ진짜 이런데도 맘카페에서 지지 한다고 하지요 ? ^^ 그쪽은 참 무식한거 같아요"""
4484,"""적폐 ㅅ ㅎ야 적폐가 적폐가 적폐 청산 할려고 했냐 적폐야 빨리 지명 고사하고 꺼져라"""
4485,"""권력이 좋긴좋구나~~배째라식이네~~ㅋ 어른들이 친구 잘만나야된다는 말이 맞네~~친구가 임명해줄꺼니까~"""
4486,"""군대보내라 OOO끼야"""
4487,"""누가   찍어라   했나?    \n제발   찍을때  생각좀하고   \n찍어라"""
4488,"""이런기사는 공감순이 없던데?~상식적으로  이해가되는건가?"""
4489,"""천재인 내가 추리해 준다. 우선 적국이만 사업에 관여하고 있지 않기에, 아버지와 동생은 회사가 부도가 나자, 적국에게 모든 재산을 현금화해서 남겨준다. 그리고 동생과 아버지는 일부만 갚고 적국에게 말한다, 너가 다시 일으켜 세워라, 하고 모든걸 맡긴다. 적국은 그돈을 아내 명으로 저축한다, 그리고 일부는 동생 마누라에게 주고 위장이혼을 한다. 동생 전처는 아파트를 사고, 어머니를 모신다, 이렇게 불법적으로 재산을 모은 것으로 추리된다."""
4490,"""이름 을 매국 으로 바꾸시는게 어떨지?"""
