,0
903,"""법무장관 갈게 아니라 국민연금공단 같은데 가서 돈 굴려야 되는거 아냐?"""
904,"""손에 뭐 쥐고 다니는거도 꼴뵈기싫다"""
905,"""현     정부    골수    지지자     인데   !!!   조국    씨     현   문제인     정부을     위해     자진      사퇘   바랍니다   !!   국민     을    어떡게    생각    하세요   !!     부탁    드립니다??"""
906,"""캬~~~법 쥑이게 잘 이용하네"""
907,"""이 새끼 아직도 사퇴안했네? 청문회 가서 소상히 말하겠다는게 무슨 의미겠냐. 청문회 개무시하는 문재앙새끼 믿고 존나 버티겠다는 의미겠지. 구역질나는 새끼 ㅉㅉㅉ"""
908,"""자신들은  모두 아니래래래 ~~~~~ \n아 ! 지겹다."""
909,"""강남좌파들은 내로남불이나 자아분열 수준은 이미 넘었고, 자아성찰이란게 1 도 없다 - 로리 사랑"""
910,"""소대가리 삶은 웃음을 짓는 사람이 임명한 사람이니 사기꾼 과 위선자"""
911,"""저거 캐면 좌파 불법 자금 출처 캘 수 있을 듯하다. 똥물에 튀길 놈들, 오줌물에 삶을 놈들."""
912,"""너는 법무부 장관이 아니라 투자 전문가를 하는게 맞는것 같은데?"""
913,"""서민? 서민 좋아하네... 저런 새끼가 서민의 삶을 알겠냐?  이게 586들의 민낫이다. 윗세대의 독으로 꿀빨고 아랫세대들에게는 꼰대질에 희생을 강요하는 견세끼들의 대표적인 예이네... 586 새끼들이 나라를 다 말아먹네..."""
914,"""얘들은 전정권보다 더해.\n그래도 도덕서믈포함 다름이있을것으로기대했는데.\n더해요. 거기다뻔뻔스러움에 극치.\n이래서 구관이명관이라는 말이있는듯.\n참 나라가걱정이다.\n단언컨데 우리나라가 잘못되는이유는 북한일본이아라 이애국심없는 그저 권력욕과정권욕에 미친\n현 정권 때문일것이고 조연은 민노총전교조가\n될것이다."""
915,"""민주당이 왜이리 비리가많냐고   지금까지  국민들을위한당은 개뿔  거짓말그만하고  너희들 조국으로 돌아가거라  여기는 민주주의국가다  국민들 웃읏게보지마"""
916,"""같이 좀 벌자 작전주좀 알려줘라 국아"""
917,"""검찰 조사감이 법무부 장관을 한다고?  서울대교수 임용도 조사해라."""
918,"""모든게 위선이야 ㅇ ㅅㄲ도"""
919,"""저런것을 장관으로 지명하는 어느 찐따쌕이나, 감히 깜도 안되는게 욕심 충만해서 좋다고 얼씨구 하는 놈이나 모두 국민을 우롱하는 처사다!"""
920,"""좌파놈들는 말로만 서민을 위한척   뒤로는  재산을 더럽게 많이도  불렸네  가증스런 놈들\n그런놈들을 지지하는 인간들도  똑같은 인간일까\n에라이 퉷"""
921,"""국아 이새끼 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"""
922,"""청문회에서 어떤 결격사유가 드러나도 문통 고집을 꺽지는 못한다.온갖 핑계를 대고 임명을 강행할텐데 괜히 국민세금만 날리는거지.어차피 시레기정부에 하나 추가한다고 더나빠질것도 없는데.."""
923,"""내년 총선으로 심판할 생각해야지 뭐....대통령이 임명하면 그만인데 뭐~~ㅎㅎㅎㅎ 저렇게 아무리 언론에서 난리처도 지금까지 본 문재인으로는 임명 강행함 ㅋㅋㅋㅋ 검찰개혁애 딱 맞는 인사라며 뭐 결과물로 보답 한다거나 결과물 보고 판단 하라고 그럴거임 ㅋㅋㅋㅋ 안봐도 비디오임 ㅋㅋㅋㅋ 보수당아저씨 아줌마들이나 홍이나 유로 해서 친박내치고 통합잘했음 좋겠네 또 국회의원공천으로 싸울게 뻔하지만 ㅋㅋ 행정부 ㅈㄹ하는거 입법부 내손으로 뽑아서 견제해야지 뭐 다음대선은 말할 것도 없고 ㅋㅋ"""
924,"""대표적 위선자!"""
925,"""고급 정보 이용햇네 ~~."""
926,"""윤석열이 뭐하냐? 문재인이가 살아 있는 정권도 적폐면 청산하라고 했는데... 뭐  석열이도  사람에 충성하니  못건들겠지... ㅋㅋㅋ 법무부 작살나겠네..."""
927,"""달창들은  그래도  좋텐다 ㅋ  존나역겨워"""
928,"""애국투사 인척  돈만밝히는 돈놀이꾼"""
929,"""젊었을때 포섭되어 고정간첩으로 공자금 조달 역할 한다구"""
930,"""내로남불의 전형이네 ㅎㅎ"""
931,"""어떻게 법을 바꿀까 완전 고양이한테 생선 맡기는거일텐데"""
932,"""걍 알아서 내려오시게나 추잡하게 그르지 말자..."""
933,"""달창 대깨문님들이 대화방을 나갔습니다 ㅋㅋㅋㅋㅋ"""
934,"""왜 맨날 손에 텀블러는 들고 다니는거야 ㅋㅋㅋㅋ"""
935,"""뇌물 넣으면 넣은 사람은  주식 떨어져 잃은 걸로 서류처리해주고 쪼국은 수익률 좋아서 돈이 쑥쑥 올라가는 펀드겠지...머리들이 비상해"""
936,"""진보경향도 관심을 보이는걸 보면  조국후보자 심각한 모양. 사퇴하는게 답."""
937,"""대충 이렇다, 민정수석 임명후에 지동생 마누라가 지애비 학원재단에서 받을 돈이50억 정도 되니 그걸 펀드에 넣어서 M&amp;A로 튀길려고 했는데, 학원재단에서 돈을 다 못 뺐겠지.... 그래서 흐지부지...."""
938,"""경향이 깔정도면 버린자식인데"""
939,"""코링크프라이빗에쿼티는 누구의 것입니까?"""
940,"""좌파들이 더 부자여 ㅋㅋㅋㅋㅋㅋ"""
941,"""야 이 ㅅㅋ\nㅇㅇㅇ이아니라\n활ㅂ하라고 이 멍청이 ㅅㅋ야\n국민들이 물로 보이고\n문재인이가 니 발꼽떼로 보이는 모양이네\n\n교수도 아닌 것이  정치인도 아닌것이\n입만 열면 궤변  부끄럽지 않다는 놈이\n논문 표절 인생표절  ㅠ\n이런새키들이 나라를 좀먹고\n민족을 우롱하는 시키덴\n이름이 조국이라 니 아버지가 살아있는지 모르겠지만 대성통곡할 일이구나\n내말듣고 지금 당상 옷 홀딱 벗어라\n30일날 개쪽 팔고 멱살 잡혀 내려오지 말고\n니가 일 말의 양심이 있다면 야 십8아"""
942,"""에라이~~~~~ㅌㅌ"""
943,"""환매도 어려운 펀드에 전재산에다가 플러스 10억을 더 엊져  투자했다?\n상식적으로 말이...  안돼잖나...\n이 사람 뭐냐?"""
944,"""진중권 친구  씹국!  ㄷㄷㄷ  아 정말 싫다   적당히 해먹어라   죽창으로  눈깔 파버릴라"""
945,"""나쁘다 정말 악질이야"""
946,"""썩은 구린내가 진동을  합니다."""
947,"""어떤 또라이가 전재산을 투자  한다말인가?\nㅆ ㄹ ㄱ 인간임"""
948,"""텀블러는 또 보여주기 쇼로 들고왔니?"""
949,"""하긴 일년에 3업씩 재산이 늘어나는 그것도 지금과 같이 투자가들 다 망해가는데도..진보스럽네...."""
950,"""문재앙   씹국  ㅅㅂ  나라꼴이 ㄷㄷㄷ"""
951,"""쓰레기 젖국 냄새가 나"""
952,"""국아! 많이 행복하나아? 니만 행복하면 나라는 망해도 괜찮타아.. 이번 기회를 마지막으로 한국을 망하게 하고 지구상에 없는 나라로 만들어라.."""
953,"""사회주의노동자연맹에서 활동하다 걸려서 감방 갔다 온 놈이네 무장봉기로 남한 전복시키고 북한에 통째로 나라 갖다바치는게 목표인 단체인데 그냥 리석기 림종석하고 동급인 빨갱이쇅키ㅎ 머리가 나빠서 사시 패스도 못함ㅋ ㅋ 저런 쇅키가 법무부장관 ㅋ ㅋ ㅋ 이게나라냐ㅅㅂㅋ ㅋ ㅋ ㅋ ㅋ 해외토픽감이지ㅋ"""
954,"""좌빨 특징  평등 외치면서  재산 불리는데  욕심  x나게 많음"""
955,"""지나가다웃고갑니다~더러운새끼"""
956,"""지인 누구  문재인이 ~~~?"""
957,"""좌빨은 틀리네...자기합리화의 도덕적 잣대보단,  그 기준의 잣대가 자기우선  적이네 도덕성은 내로남불...보수는 아닌건 아니다  스탈이지...법을 어긴 사람이 법위에 군림한다? 재밌는 세상이 언제까지일까?  법의 잣대에 심판받을 날이 머지 않았네..."""
958,"""이 정도면 청문회도 검경수사도 아니고 그냥 정신병원가서 정신감정받고 치료받아야될듯...\n이 사람 정말 이상하다..."""
959,"""법무부 장관 후보자가 자본주의 전복 계급투쟁 채무면탈 위장이혼 부동산 명의신탁 위장전입 부동산투기 편법사모펀드 운용 탈세"""
960,"""텀블러로 대갈통을 팍 찍어버리면 안돼겠죠??"""
961,"""투자약정금 전액을 추징하고   조국과 그에부인도  구속하라 ."""
962,"""공산당 나쁜 인간"""
963,"""결국 재산이 백억대를 훨씬 넘는다는 소리..."""
964,"""위선자... 쓰레기... 당신 투자금 그대로 두고... 모든 국민들 참여할 수 있게 해라"""
965,"""내로남불"""
966,"""왜 사람들이 좌파하는줄 알겠죠??돈이 되니깐 하지 사상??얼어죽을소리 국민세금 걷어서 자기들 주머니에 쏘~옥 넣고 한번씩 감성멘트한번 날리고~무한반복"""
967,"""진짜 골고루 썪었네!"""
968,"""사모펀드를 바지로 이용해???? 대단한 금융기법이네.."""
969,"""걱정마요.. 조국님... 우리 대한민국 여성 20304050 기집이 있잖아용♥♥ 잘생겻떠용♥♥.... 이상 끝... 대한민국 현수준"""
970,"""그냥 떠나시지.... 뭘 저렇게 있겠다고..."""
971,"""잘먹고 잘살라고한겁니다..자기만.  .끗. 내로남불..."""
972,"""근데 사실상 자기 회사 아니면 저렇게 투자가 가능하냐? 사모 펀드는 위험한 부류의 투자 방식 아닌가?"""
973,"""도둥노무 새끼덜..."""
974,"""텀블러 좀 그만 가지고 다녀 어떻게든 쇼할 궁리만 하고 있으니 ㅉㅉ"""
975,"""ㅋㅋㅋ 개망신 나같음 사퇴하긋다"""
976,"""역겹다"""
977,"""특검들어가자"""
978,"""문재인 일당 과 민주 비리당놈들.."""
979,"""법무부직원들이제좆국물됐네"""
980,"""큰거 한판 하려했네.....손혜원 패.....조국 승!"""
981,"""문교주야 그입 벌려서 한마디 해봐"""
982,"""내가 그정도 돈있으면 그냥 조용히 살고싶다\n물욕,권력, 인간의 욕심은 우주의 공허함보다도\n끝이 없는가보구나"""
983,"""좌빨들의 이중성. 참 대단하다"""
984,"""다.좋은데\n여야 떠나서 아닌건 아니다"""
985,"""댓글 근로자들 휴가철이라 안보이네"""
986,"""시원하게 200억 찍어라"""
987,"""조가라...지인이 작전세력이냐?"""
988,"""박근혜가 만약에 이랬으면.."""
989,"""조국만 보이고 국민은 안중에도 없는 건가"""
990,"""참여러가지로하요~~~"""
991,"""굳이 장관을 해야만 하나?"""
992,"""내로남불 ㄱㅅㄲ"""
993,"""쓰레기같은 인간이 청에 있었네. 말이되나? 거기에 장관? 정은이도 웃겠다. 남한에 내동지들 많네."""
994,"""해도 해도 너무하네\n너무 해먹는거 아냐!"""
995,"""교활한 새끼"""
996,"""저 면상 죽창으로 죽빵 쳐 날리고 싶ㄷㅏ"""
997,"""희대의 사기꾼 내로남불 이중인격자 좆국"""
998,"""텀블러는 뭐고?  똥폼은 드럽게 잡네... 강남  좌빨이"""
999,"""조국 애비 재산 21원 빚 50억 스캔들. 21원에 정말 충격 받았다!!"""
1000,"""경향신문마져 조국이의 지저분함에 토나올 지경이라하네\n남자새끼가 지저분하게  좄대가리나 만지작 거리지말고  자진사퇴해라"""
1001,"""더이상 국민을 속이지 말고 알아서 꺼지라 그렇지 않으면 국민들의 분노의 죽창이 죗국을 향할 것이다"""
1002,"""자한당 가라 걍"""
1003,"""삶은 소대가리"""
1004,"""도둑놈... 또한건했네..."""
1005,"""에라이. . 내로남불 OOO기야. .OOO. . 디져라"""
1006,"""민정 수석 조국이 펀드회사의 홍보용 병풍이었나? 민정수석이 74억 약정 했어요 라고..."""
1007,"""웃겨도 세계웃기는사람 때문에 우리 조국이가 인기가없네"""
1008,"""텀블러 어디서 헙찬 받냐??? ㅉㅉㅉ"""
1009,"""청문회 왜하지 무조건 법무부장관 임명할건데"""
1010,"""청문회때 부끄러워서 어쩌노.. 부끄러움을 알랑가 모르겠다만... 어쨌든 재밌겠다.확확 깨져라."""
1011,"""대통령이 장애인인이 너나할거없이 다들 해쳐먹기바쁘네..."""
1012,"""대한민국 정의는 조국이 혼자서 지켰는데,  이게뭐야~ 최고 위선자였구만, 무섭다."""
1013,"""민정수석 자리 앉아서  펀드투자 하고 오늘은 얼마나 올랐나?  나쁜사람."""
1014,"""어떻게 이정권은 한넘한넘  다 요모양일까?\n겉으로는 자기들이 정의라고 행동하면서 안쪽으로는\n썪을대로 썪어 온갖 구린내를  진동시키고.\n야 정말가관이다."""
1015,"""민정 수석 이라는 우월적 지위 에서 얻은 고급 정보를 바탕으로 해서 뭔가 수작을 부려 보겠다는 심산이 아닌가 하는 전문가 의견이 있던데 고위 공직자 라고 하면 페어 해야하지 썩어 빠진 인간아 !! 페어 플레이 정신 모르냐 당장 꺼져라 !!!"""
1016,"""이런놈엿어! 정말 역겹군! 죽창가 부르고 친일로 몰아부치고 .그래 너네 집안은 독립운동 햇냐? 엄마고 동생이고 세금탈루 젓나 햇구먼. 사람의 탈을 쓰고.조동아리만 살아가지고.  패 직이고 싶다"""
1017,"""입으론 사회주의자, 행동은 자본주의자."""
1018,"""위법의 종합선물세트가 법무부장관 ㅋㅋㅋㅋㅋ 부하들 기강잡기 힘들것네"""
1019,"""아직도 문재인 지지하는 사람 있남~~?  손 들어보셈~~??👋👋"""
1020,"""문죄인정부에는 도둑년놈들이 드글드글 \n싸그리 깜방 보내려면 구치소건물 하나 더 지어야겠다!!!\n조구기 구토유발자 퉤퉤퉷\n비참한 최후를 맞이할것이다"""
1021,"""대국민 사기꾼 오늘하종일 열받네 전두환 노태우 수천억원헤먹은겅보다 더나쁘다"""
1022,"""좌파들은 저말을 믿을듯.하느님 푸처님 교리처럼.지인말에 70억을 털어넣는단 단순한 빨갱이들 계산법으로 믿고도 남을듯"""
1023,"""이런 색히를 쉴드치는 대깨문들.ㅋ"""
1024,"""역겨운 적폐 그 자체 내로남불 문재인 패거리"""
1025,"""그래서  추경 계속 하는거임? 청와대 식구들 한탕씩 타나보네..?"""
1026,"""양정철 왈 : 최근 일본건으로 총선에 민주당이 유리했는데 조국이땜에 까먹네!"""
1027,"""앙아치새기. . 돈말고 취미는 없지?"""
1028,"""민정수석이라는 공직자의 지위를 이용해서 투자 수익을 얻었으면 물너나고 그게 아니면 하이리스크 하이리턴 투자라면 상관없잖아."""
1029,"""이게 왜 문제가 되는 건지 설명 부탁."""
1030,"""양파같은 사람 일세"""
1031,"""인권충 문재인의 하수인이었던 외국인 가짜인권 박상기법무부장관 임명도 그렇고, 불법투자 사모펀드 조국도 그렇고 문재앙이 인사난맥상 진짜 구역질 나네 증말..다문화특혜 광신도 민주당과 문재인정권 빨리 끝장내야"""
1032,"""골빈 문빠 맘충들:  어머!  잘생긴거봐 문재인 대통령님처럼  인상도좋고 말도착하게하네ㅎㅎ  그럼 뭐 착한사람이지!  사람죽였어도 착한사람이고  다가짜뉴스지!  히힛"""
1033,"""더불당 참 모두가 미쳐간다\n내로남불 이냐"""
1034,"""사기꾼,위선자,선동꾼,빨갱이,먜국노 조국석꺄!손에 쥔 국민세금으로 청와대 돈으로 구입한 텀블러 내려놓으렴!손 잘라버리기전에!김태우에게 너 조만간  혼난다 그 더러분 똥냄새 영혼세탁때문에!"""
